Name    Number  BeamID  E       N       U
HH128	128	0	18.760935731009763	-13.255709345562508	-0.0800413982950241
HH129	129	0	33.36877424931531	-13.199922500781462	-0.05010091630375957
HH130	130	0	47.97661253881299	-13.144135614235697	-0.040193857045442094
HH135	135	0	-171.20539837168437	2.888129576646673	-0.32229607024163953
HH136	136	0	-156.59756119558455	2.943916307948577	-0.18192110327470146
HH137	137	0	-141.9897175881104	2.9997029166505387	-0.3115795561098449
HH138	138	0	-127.38187738377601	3.0554895797347648	-0.31127143194836804
HH140	140	0	-98.16619777177371	3.1670629129728676	-0.3007554503631551
HH141	141	0	-83.55835818828503	3.2228495752576154	-0.3005475931410786
HH142	142	0	-68.95051892803328	3.278636242679426	-0.2903731573179953
HH143	143	0	-54.34267975135241	3.334422903251757	-0.29023214427617194
HH144	144	0	-39.7348409144191	3.3902095739480522	-0.27012455363568866
HH145	145	0	-25.12700208466257	3.4459962279391005	-0.2800503826616223
HH147	147	0	11.40871868597725	-0.6368061365554409	-0.1900102295137755
HH148	148	0	26.016556904659282	-0.5810194170032315	-0.19005303880920008
HH149	149	0	40.624395289530746	-0.5252327030550963	-0.13012926800810196
HH150	150	0	55.232232953488385	-0.4694459813971761	-0.16023891969111864
HH155	155	0	-171.26981628938648	19.757197370658048	-0.4723278618753195
HH156	156	0	-156.66197749290274	19.812983975061776	-0.41195289474389085
HH157	157	0	-142.05413641176872	19.868770266682443	-0.45161134951136717
HH158	158	0	-127.4462961274406	19.92455661959541	-0.47130322717038453
HH160	160	0	-98.23061755402414	20.036129540551777	-0.4407872462487994
HH161	161	0	-83.6227781587688	20.091915922552943	-0.45057939005433845
HH162	162	0	-69.01493924126328	20.147702366149005	-0.4404049544192201
HH163	163	0	-54.407100321047885	20.203488744044733	-0.45026394187430974
HH164	164	0	-39.79926191236786	20.25927525021077	-0.42015635218764125
HH165	165	0	-25.19142346400799	20.315061660354473	-0.42008218346884973
HH166	166	0	-10.55137468167234	11.93631587093945	-0.19001993839923426
HH167	167	0	4.056463773016791	11.992102140206445	-0.33001261169866414
HH168	168	0	18.66430180948187	12.047888691820594	-0.3200387105213629
HH169	169	0	33.272139779689745	12.103675279095029	-0.29009822796921636
HH170	170	0	47.87997752107549	12.159461829420234	-0.2801911702595614
HH176	176	0	-164.01418994926692	32.43188802982185	-0.6021894149285814
HH177	177	0	-149.40635078641142	32.48767441234123	-0.5718311583079174
HH178	178	0	-134.79851106886542	32.54346064148611	-0.571506323455635
HH179	179	0	-120.1906713757379	32.599246816170236	-0.5812149131123565
HH180	180	0	-105.58283227449596	32.65503309452292	-0.5709569236269729
HH181	181	0	-90.97499348474975	32.71081942450457	-0.5507323556964536
HH182	182	0	-76.36715469917469	32.76660570021772	-0.5405412101284046
HH183	183	0	-61.75931588835869	32.8223918728154	-0.5503834877164842
HH184	184	0	-47.15147756048835	32.87817819915792	-0.5302591869461999
HH185	185	0	-32.543639254711685	32.93396442191582	-0.5301683073869956
HH186	186	0	-17.935801192695024	32.98975069426066	-0.5201108509958274
HH187	187	0	-3.2957525261445495	24.61100486769336	-0.42004852626814326
HH189	189	0	25.919923037228703	24.72257751734751	-0.43010072248087283
HH190	190	0	40.527760682309896	24.77836397638606	-0.400176952292556
HH191	191	0	55.13559790337881	24.834150280572565	-0.41028660425701524
