# Number	E	N	U
176 -1.6401418889970626e+02 3.2430927792834822e+01 -5.5133700820349607e-01
177 -1.4940634969341329e+02 3.2486720558594769e+01 -5.4385919076027167e-01
178 -1.3479851048712035e+02 3.2542513324354715e+01 -5.3638137331704705e-01
179 -1.2019067128082740e+02 3.2598306090114662e+01 -5.2890355587382265e-01
180 -1.0558283207453447e+02 3.2654098855874608e+01 -5.2142573843059803e-01
181 -9.0974992868241515e+01 3.2709891621634554e+01 -5.1394792098737363e-01
182 -7.6367153661948564e+01 3.2765684387394501e+01 -5.0647010354414901e-01
183 -6.1759314455655620e+01 3.2821477153154447e+01 -4.9899228610092461e-01
184 -4.7151475249362669e+01 3.2877269918914394e+01 -4.9151446865769999e-01
185 -3.2543636043069725e+01 3.2933062684674340e+01 -4.8403665121447559e-01
186 -1.7935796836776774e+01 3.2988855450434286e+01 -4.7655883377125097e-01
187 -3.2957496040916823e+00 2.4610789176783314e+01 -3.9069107253963664e-01
188 1.1312089602201269e+01 2.4666581942543260e+01 -3.8321325509641224e-01
189 2.5919928808494205e+01 2.4722374708303207e+01 -3.7573543765318762e-01
190 4.0527768014787171e+01 2.4778167474063153e+01 -3.6825762020996322e-01
191 5.5135607221080107e+01 2.4833960239823099e+01 -3.6077980276673860e-01
192 6.9743446427373044e+01 2.4889753005583046e+01 -3.5330198532351420e-01
193 8.4351285633666009e+01 2.4945545771342992e+01 -3.4582416788028958e-01
194 9.8959124839958946e+01 2.5001338537102939e+01 -3.3834635043706518e-01
195 1.1356696404625191e+02 2.5057131302862885e+01 -3.3086853299384056e-01
196 -1.5675858133614804e+02 4.5109612734831117e+01 -6.6518301516446865e-01
197 -1.4215074212985508e+02 4.5165405500591064e+01 -6.5770519772124403e-01
198 -1.2754290292356212e+02 4.5221198266351010e+01 -6.5022738027801963e-01
199 -1.1293506371726919e+02 4.5276991032110956e+01 -6.4274956283479501e-01
200 -9.8327224510976237e+01 4.5332783797870903e+01 -6.3527174539157061e-01
201 -8.3719385304683286e+01 4.5388576563630849e+01 -6.2779392794834599e-01
202 -6.9111546098390335e+01 4.5444369329390796e+01 -6.2031611050512159e-01
203 -5.4503706892097391e+01 4.5500162095150742e+01 -6.1283829306189697e-01
204 -3.9895867685804447e+01 4.5555954860910688e+01 -6.0536047561867257e-01
205 -2.5288028479511496e+01 4.5611747626670635e+01 -5.9788265817544795e-01
206 -1.0680189273218545e+01 4.5667540392430581e+01 -5.9040484073222355e-01
207 3.9598579594665466e+00 3.7289474118779609e+01 -5.0453707950060922e-01
208 1.8567697165759498e+01 3.7345266884539555e+01 -4.9705926205738460e-01
209 3.3175536372052449e+01 3.7401059650299501e+01 -4.8958144461416020e-01
210 4.7783375578345385e+01 3.7456852416059448e+01 -4.8210362717093558e-01
211 6.2391214784638322e+01 3.7512645181819394e+01 -4.7462580972771118e-01
212 7.6999053990931287e+01 3.7568437947579341e+01 -4.6714799228448656e-01
213 9.1606893197224224e+01 3.7624230713339287e+01 -4.5967017484126216e-01
214 1.0621473240351719e+02 3.7680023479099233e+01 -4.5219235739803754e-01
215 -1.4950297377258980e+02 5.7788297676827412e+01 -7.7902902212544101e-01
216 -1.3489513456629686e+02 5.7844090442587358e+01 -7.7155120468221661e-01
217 -1.2028729536000390e+02 5.7899883208347305e+01 -7.6407338723899199e-01
218 -1.0567945615371096e+02 5.7955675974107251e+01 -7.5659556979576759e-01
219 -9.1071616947418008e+01 5.8011468739867198e+01 -7.4911775235254296e-01
220 -7.6463777741125057e+01 5.8067261505627144e+01 -7.4163993490931857e-01
221 -6.1855938534832113e+01 5.8123054271387090e+01 -7.3416211746609394e-01
222 -4.7248099328539169e+01 5.8178847037147037e+01 -7.2668430002286954e-01
223 -3.2640260122246218e+01 5.8234639802906983e+01 -7.1920648257964492e-01
224 -1.8032420915953267e+01 5.8290432568666930e+01 -7.1172866513642052e-01
225 -3.4245817096603304e+00 5.8346225334426876e+01 -7.0425084769319612e-01
226 1.1215465523024761e+01 4.9968159060775903e+01 -6.1838308646158158e-01
227 2.5823304729317698e+01 5.0023951826535850e+01 -6.1090526901835718e-01
228 4.0431143935610663e+01 5.0079744592295796e+01 -6.0342745157513256e-01
229 5.5038983141903600e+01 5.0135537358055743e+01 -5.9594963413190816e-01
230 6.9646822348196537e+01 5.0191330123815689e+01 -5.8847181668868354e-01
231 8.4254661554489502e+01 5.0247122889575635e+01 -5.8099399924545914e-01
232 9.8862500760782439e+01 5.0302915655335582e+01 -5.7351618180223451e-01
233 -1.4224736620903158e+02 7.0466982618823707e+01 -8.9287502908641381e-01
234 -1.2763952700273865e+02 7.0522775384583653e+01 -8.8539721164318919e-01
235 -1.1303168779644569e+02 7.0578568150343600e+01 -8.7791939419996479e-01
236 -9.8423848590152744e+01 7.0634360916103546e+01 -8.7044157675674017e-01
237 -8.3816009383859793e+01 7.0690153681863492e+01 -8.6296375931351577e-01
238 -6.9208170177566842e+01 7.0745946447623439e+01 -8.5548594187029114e-01
239 -5.4600330971273905e+01 7.0801739213383385e+01 -8.4800812442706675e-01
240 -3.9992491764980954e+01 7.0857531979143332e+01 -8.4053030698384212e-01
241 -2.5384652558688003e+01 7.0913324744903278e+01 -8.3305248954061772e-01
242 -1.0776813352395067e+01 7.0969117510663224e+01 -8.2557467209739333e-01
243 3.8310258538978843e+00 7.1024910276423171e+01 -8.1809685465416870e-01
244 1.8471073086582976e+01 6.2646844002772198e+01 -7.3222909342255416e-01
245 3.3078912292875941e+01 6.2702636768532145e+01 -7.2475127597932953e-01
246 4.7686751499168878e+01 6.2758429534292091e+01 -7.1727345853610514e-01
247 6.2294590705461815e+01 6.2814222300052037e+01 -7.0979564109288051e-01
248 7.6902429911754780e+01 6.2870015065811984e+01 -7.0231782364965611e-01
249 9.1510269118047717e+01 6.2925807831571930e+01 -6.9484000620643149e-01
250 -1.3499175864547337e+02 8.3145667560820002e+01 -1.0067210360473862e+00
251 -1.2038391943918042e+02 8.3201460326579948e+01 -9.9924321860416176e-01
252 -1.0577608023288747e+02 8.3257253092339894e+01 -9.9176540116093714e-01
253 -9.1168241026594515e+01 8.3313045858099841e+01 -9.8428758371771274e-01
254 -7.6560401820301564e+01 8.3368838623859787e+01 -9.7680976627448812e-01
255 -6.1952562614008627e+01 8.3424631389619734e+01 -9.6933194883126372e-01
256 -4.7344723407715676e+01 8.3480424155379680e+01 -9.6185413138803910e-01
257 -3.2736884201422725e+01 8.3536216921139626e+01 -9.5437631394481470e-01
258 -1.8129044995129789e+01 8.3592009686899573e+01 -9.4689849650159030e-01
259 -3.5212057888368378e+00 8.3647802452659519e+01 -9.3942067905836568e-01
260 1.1086633417456113e+01 8.3703595218419437e+01 -9.3194286161514128e-01
261 2.5726680650141219e+01 7.5325528944768521e+01 -8.4607510038352651e-01
262 4.0334519856434156e+01 7.5381321710528468e+01 -8.3859728294030211e-01
263 5.4942359062727093e+01 7.5437114476288414e+01 -8.3111946549707749e-01
264 6.9550198269020058e+01 7.5492907242048361e+01 -8.2364164805385309e-01
265 8.4158037475312995e+01 7.5548700007808307e+01 -8.1616383061062847e-01
266 -1.2773615108191512e+02 9.5824352502816296e+01 -1.1205670430083585e+00
267 -1.1312831187562217e+02 9.5880145268576243e+01 -1.1130892255651339e+00
268 -9.8520472669329223e+01 9.5935938034336189e+01 -1.1056114081219095e+00
269 -8.3912633463036286e+01 9.5991730800096136e+01 -1.0981335906786849e+00
270 -6.9304794256743335e+01 9.6047523565856082e+01 -1.0906557732354605e+00
271 -5.4696955050450384e+01 9.6103316331616028e+01 -1.0831779557922359e+00
272 -4.0089115844157433e+01 9.6159109097375975e+01 -1.0757001383490115e+00
273 -2.5481276637864497e+01 9.6214901863135921e+01 -1.0682223209057871e+00
274 -1.0873437431571546e+01 9.6270694628895868e+01 -1.0607445034625624e+00
275 3.7344017747214053e+00 9.6326487394655786e+01 -1.0532666860193380e+00
276 1.8342240981014356e+01 9.6382280160415732e+01 -1.0457888685761134e+00
277 3.2982288213699405e+01 8.8004213886764816e+01 -9.5992110734449909e-01
278 4.7590127419992371e+01 8.8060006652524763e+01 -9.5244328990127447e-01
279 6.2197966626285307e+01 8.8115799418284709e+01 -9.4496547245805007e-01
280 7.6805805832578272e+01 8.8171592184044655e+01 -9.3748765501482545e-01
281 -1.2048054351835691e+02 1.0850303744481259e+02 -1.2344130499693309e+00
282 -1.0587270431206396e+02 1.0855883021057254e+02 -1.2269352325261065e+00
283 -9.1264865105771008e+01 1.0861462297633248e+02 -1.2194574150828821e+00
284 -7.6657025899478072e+01 1.0867041574209243e+02 -1.2119795976396572e+00
285 -6.2049186693185121e+01 1.0872620850785238e+02 -1.2045017801964328e+00
286 -4.7441347486892177e+01 1.0878200127361232e+02 -1.1970239627532084e+00
287 -3.2833508280599233e+01 1.0883779403937227e+02 -1.1895461453099840e+00
288 -1.8225669074306282e+01 1.0889358680513222e+02 -1.1820683278667594e+00
289 -3.6178298680133310e+00 1.0894937957089213e+02 -1.1745905104235350e+00
290 1.0990009338279620e+01 1.0900517233665208e+02 -1.1671126929803104e+00
291 2.5597848544572571e+01 1.0906096510241203e+02 -1.1596348755370860e+00
292 4.0237895777257620e+01 1.0068289882876114e+02 -1.0737671143054717e+00
293 5.4845734983550585e+01 1.0073869159452109e+02 -1.0662892968622473e+00
294 6.9453574189843522e+01 1.0079448436028103e+02 -1.0588114794190226e+00
295 -1.1322493595479870e+02 1.2118172238680889e+02 -1.3482590569303032e+00
296 -9.8617096748505759e+01 1.2123751515256883e+02 -1.3407812394870788e+00
297 -8.4009257542212808e+01 1.2129330791832878e+02 -1.3333034220438540e+00
298 -6.9401418335919857e+01 1.2134910068408873e+02 -1.3258256046006296e+00
299 -5.4793579129626913e+01 1.2140489344984867e+02 -1.3183477871574052e+00
300 -4.0185739923333969e+01 1.2146068621560862e+02 -1.3108699697141808e+00
301 -2.5577900717041018e+01 1.2151647898136856e+02 -1.3033921522709564e+00
302 -1.0970061510748067e+01 1.2157227174712848e+02 -1.2959143348277316e+00
303 3.6377776955448837e+00 1.2162806451288843e+02 -1.2884365173845072e+00
304 1.8245616901837820e+01 1.2168385727864838e+02 -1.2809586999412828e+00
305 3.2853456108130786e+01 1.2173965004440832e+02 -1.2734808824980584e+00
306 4.7493503340815863e+01 1.1336158377075743e+02 -1.1876131212664445e+00
307 6.2101342547108800e+01 1.1341737653651738e+02 -1.1801353038232199e+00
308 -1.0596932839124048e+02 1.3386040732880519e+02 -1.4621050638912760e+00
309 -9.1361489184947530e+01 1.3391620009456511e+02 -1.4546272464480512e+00
310 -7.6753649978654579e+01 1.3397199286032509e+02 -1.4471494290048268e+00
311 -6.2145810772361635e+01 1.3402778562608501e+02 -1.4396716115616024e+00
312 -4.7537971566068684e+01 1.3408357839184498e+02 -1.4321937941183780e+00
313 -3.2930132359775740e+01 1.3413937115760490e+02 -1.4247159766751536e+00
314 -1.8322293153482789e+01 1.3419516392336482e+02 -1.4172381592319288e+00
315 -3.7144539471898383e+00 1.3425095668912479e+02 -1.4097603417887044e+00
316 1.0893385259103098e+01 1.3430674945488471e+02 -1.4022825243454800e+00
317 2.5501224465396064e+01 1.3436254222064468e+02 -1.3948047069022556e+00
318 4.0109063671689000e+01 1.3441833498640460e+02 -1.3873268894590307e+00
319 5.4749110904374078e+01 1.2604026871275373e+02 -1.3014591282274166e+00
320 -2.4269859117512078e+02 -4.0221967294850532e+02 3.4446171009608451e+00
321 -9.6652407138583484e+01 -3.9322788625149502e+02 3.4410053316047007e+00
322 4.9425984924345983e+01 -3.9266995859389561e+02 3.5157835060369460e+00
323 1.9550437698727546e+02 -3.9211203093629615e+02 3.5905616804691909e+00
324 -3.1622090760246806e+02 -2.7599075118614184e+02 2.2313788569188753e+00
325 -1.7014251553953858e+02 -2.7543282352854237e+02 2.3061570313511206e+00
326 -2.4096331503001295e+01 -2.6644103683153207e+02 2.3025452619949753e+00
327 1.2198206055992819e+02 -2.6588310917393261e+02 2.3773234364272202e+00
328 2.6806045262285761e+02 -2.6532518151633315e+02 2.4521016108594655e+00
329 -3.8974322402981534e+02 -1.4976182942377829e+02 1.0181406128769050e+00
330 -2.4366483196688586e+02 -1.4920390176617883e+02 1.0929187873091502e+00
331 1.9453813619551039e+02 -1.3909625975396963e+02 1.2388633668174958e+00
332 3.4061652825843987e+02 -1.3853833209637020e+02 1.3136415412497406e+00
333 -4.6326554045716261e+02 -2.3532907661414782e+01 -1.9509763116506473e-01
334 -3.1718714839423313e+02 -2.2974980003815332e+01 -1.2031945673281974e-01
335 2.6709421183109259e+02 -1.2309410334006699e+01 1.0040329720777097e-01
336 4.1317260389402207e+02 -1.1751482676407278e+01 1.7518147164001630e-01
337 -3.9070946482158030e+02 1.0325394175854818e+02 -1.3335577007747896e+00
338 -2.4463107275865084e+02 1.0381186941614762e+02 -1.2587795263425443e+00
339 1.9363631145652965e+02 9.7051793349535089e+01 -9.5605505925741952e-01
340 3.3971470351945914e+02 9.7609721007134468e+01 -8.8127688482517397e-01
341 -3.1815338918599809e+02 2.3004079117851120e+02 -2.4720177703845141e+00
342 -1.7204278909667650e+02 2.2216485979669966e+02 -2.3188496521638795e+00
343 -2.5964397033747034e+01 2.2272278745429912e+02 -2.2440714777316346e+00
344 1.2011399502918238e+02 2.2328071511189864e+02 -2.1692933032993897e+00
345 2.6619238709211186e+02 2.2383864276949811e+02 -2.0945151288671449e+00
346 -2.4556510552402375e+02 3.4839378155906326e+02 -3.5320878962058497e+00
347 -9.9486713461094283e+01 3.4895170921666272e+02 -3.4573097217736048e+00
348 4.6591678601835184e+01 3.4950963687426218e+02 -3.3825315473413600e+00
349 1.9267007066476464e+02 3.5006756453186165e+02 -3.3077533729091142e+00
